Protein_ID,Domain_Type,Vaccine_Score,Recommendation,Rationale
NC_017333.1_1411,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_206,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_31,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2424,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1325,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1201,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1549,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_971,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_673,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2307,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1779,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2191,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1719,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1757,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_121,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_748,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2342,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1278,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1252,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1022,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_33,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2051,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_49,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1561,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2563,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_268,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2027,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_372,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_219,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_122,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_136,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_725,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2626,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_389,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1474,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_942,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1105,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_61,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2140,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2021,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2326,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1824,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_5,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_329,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1710,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_781,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2609,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_411,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_349,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1514,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_763,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2488,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1011,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_15,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_549,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2163,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_820,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_45,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1319,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2614,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1386,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_783,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2586,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1122,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_69,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1602,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2138,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_981,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2538,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_958,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1361,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2480,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_168,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1624,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_850,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_20,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2414,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1620,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2132,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_434,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_990,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1087,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2583,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2612,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1970,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_76,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2608,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_782,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2674,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2666,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1228,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
